"Date","Price","Open","High","Low","Change %"
"Sep 17, 2021","0.8526","0.8502","0.8530","0.8482","0.33"
"Sep 16, 2021","0.8498","0.8464","0.8510","0.8459","0.44"
"Sep 15, 2021","0.8461","0.8471","0.8476","0.8451","-0.11"
"Sep 14, 2021","0.8470","0.8466","0.8475","0.8441","0.05"
"Sep 13, 2021","0.8466","0.8465","0.8497","0.8461","0.04"
"Sep 10, 2021","0.8463","0.8456","0.8468","0.8438","0.09"
"Sep 09, 2021","0.8455","0.8462","0.8471","0.8444","-0.08"
"Sep 08, 2021","0.8462","0.8446","0.8474","0.8438","0.20"
"Sep 07, 2021","0.8445","0.8425","0.8448","0.8414","0.26"
"Sep 06, 2021","0.8423","0.8418","0.8436","0.8412","0.10"
"Sep 03, 2021","0.8415","0.8421","0.8428","0.8397","-0.06"
"Sep 02, 2021","0.8420","0.8446","0.8450","0.8419","-0.31"
"Sep 01, 2021","0.8446","0.8468","0.8479","0.8433","-0.25"
"Aug 31, 2021","0.8467","0.8476","0.8479","0.8440","-0.09"
"Aug 30, 2021","0.8475","0.8479","0.8487","0.8467","-0.02"
"Aug 27, 2021","0.8477","0.8510","0.8522","0.8472","-0.36"
"Aug 26, 2021","0.8508","0.8495","0.8514","0.8489","0.18"
"Aug 25, 2021","0.8493","0.8508","0.8529","0.8492","-0.15"
"Aug 24, 2021","0.8506","0.8514","0.8528","0.8500","-0.08"
"Aug 23, 2021","0.8513","0.8551","0.8553","0.8510","-0.41"
"Aug 20, 2021","0.8548","0.8565","0.8574","0.8543","-0.18"
"Aug 19, 2021","0.8563","0.8539","0.8572","0.8535","0.30"
"Aug 18, 2021","0.8537","0.8540","0.8552","0.8515","-0.02"
"Aug 17, 2021","0.8539","0.8492","0.8541","0.8485","0.60"
"Aug 16, 2021","0.8488","0.8479","0.8498","0.8474","0.12"
"Aug 13, 2021","0.8478","0.8526","0.8527","0.8471","-0.54"
"Aug 12, 2021","0.8524","0.8519","0.8530","0.8511","0.08"
"Aug 11, 2021","0.8517","0.8533","0.8543","0.8508","-0.16"
"Aug 10, 2021","0.8531","0.8519","0.8540","0.8515","0.16"
"Aug 09, 2021","0.8517","0.8502","0.8522","0.8497","0.19"
"Aug 06, 2021","0.8501","0.8450","0.8508","0.8449","0.62"
"Aug 05, 2021","0.8449","0.8449","0.8455","0.8433","0.02"
"Aug 04, 2021","0.8447","0.8429","0.8451","0.8403","0.21"
"Aug 03, 2021","0.8429","0.8426","0.8436","0.8407","0.06"
"Aug 02, 2021","0.8424","0.8429","0.8433","0.8405","0.01"
"Jul 30, 2021","0.8423","0.8411","0.8438","0.8396","0.15"
"Jul 29, 2021","0.8410","0.8443","0.8446","0.8408","-0.38"
"Jul 28, 2021","0.8442","0.8462","0.8494","0.8439","-0.24"
"Jul 27, 2021","0.8462","0.8472","0.8497","0.8445","-0.12"
"Jul 26, 2021","0.8472","0.8490","0.8501","0.8461","-0.25"
"Jul 23, 2021","0.8493","0.8497","0.8508","0.8483","-0.02"
"Jul 22, 2021","0.8495","0.8479","0.8505","0.8453","0.21"
"Jul 21, 2021","0.8477","0.8487","0.8510","0.8471","-0.12"
"Jul 20, 2021","0.8487","0.8474","0.8507","0.8471","0.17"
"Jul 19, 2021","0.8473","0.8468","0.8501","0.8457","0.06"
"Jul 16, 2021","0.8468","0.8464","0.8481","0.8458","0.06"
"Jul 15, 2021","0.8463","0.8449","0.8478","0.8438","0.19"
"Jul 14, 2021","0.8447","0.8492","0.8495","0.8446","-0.51"
"Jul 13, 2021","0.8490","0.8431","0.8495","0.8421","0.71"
"Jul 12, 2021","0.8430","0.8424","0.8449","0.8417","0.12"
"Jul 09, 2021","0.8420","0.8443","0.8457","0.8416","-0.26"
"Jul 08, 2021","0.8442","0.8480","0.8487","0.8426","-0.45"
"Jul 07, 2021","0.8480","0.8457","0.8488","0.8446","0.28"
"Jul 06, 2021","0.8456","0.8429","0.8470","0.8407","0.33"
"Jul 05, 2021","0.8428","0.8431","0.8438","0.8417","0.02"
"Jul 02, 2021","0.8426","0.8439","0.8470","0.8421","-0.13"
"Jul 01, 2021","0.8437","0.8432","0.8448","0.8414","0.05"
"Jun 30, 2021","0.8433","0.8406","0.8443","0.8396","0.35"
"Jun 29, 2021","0.8404","0.8385","0.8419","0.8381","0.24"
"Jun 28, 2021","0.8384","0.8378","0.8402","0.8371","0.08"
"Jun 25, 2021","0.8377","0.8381","0.8385","0.8350","-0.02"
"Jun 24, 2021","0.8379","0.8385","0.8391","0.8364","-0.06"
"Jun 23, 2021","0.8384","0.8376","0.8396","0.8354","0.12"
"Jun 22, 2021","0.8374","0.8392","0.8417","0.8366","-0.20"
"Jun 21, 2021","0.8391","0.8426","0.8441","0.8388","-0.45"
"Jun 18, 2021","0.8429","0.8397","0.8441","0.8385","0.39"
"Jun 17, 2021","0.8396","0.8336","0.8409","0.8328","0.71"
"Jun 16, 2021","0.8337","0.8246","0.8338","0.8240","1.12"
"Jun 15, 2021","0.8245","0.8252","0.8264","0.8231","-0.06"
"Jun 14, 2021","0.8250","0.8257","0.8269","0.8243","-0.10"
"Jun 11, 2021","0.8258","0.8217","0.8270","0.8199","0.52"
"Jun 10, 2021","0.8215","0.8210","0.8236","0.8200","0.07"
"Jun 09, 2021","0.8209","0.8215","0.8217","0.8184","-0.06"
"Jun 08, 2021","0.8214","0.8203","0.8221","0.8200","0.13"
"Jun 07, 2021","0.8203","0.8219","0.8234","0.8195","-0.18"
"Jun 04, 2021","0.8218","0.8245","0.8262","0.8206","-0.33"
"Jun 03, 2021","0.8245","0.8190","0.8253","0.8186","0.70"
"Jun 02, 2021","0.8188","0.8188","0.8221","0.8178","0.01"
"Jun 01, 2021","0.8187","0.8178","0.8189","0.8160","0.12"
"May 31, 2021","0.8177","0.8202","0.8208","0.8175","-0.28"
"May 28, 2021","0.8200","0.8201","0.8242","0.8193","0.01"
"May 27, 2021","0.8199","0.8202","0.8214","0.8186","-0.02"
"May 26, 2021","0.8201","0.8163","0.8209","0.8154","0.49"
"May 25, 2021","0.8161","0.8188","0.8189","0.8152","-0.31"
"May 24, 2021","0.8186","0.8212","0.8216","0.8176","-0.27"
"May 21, 2021","0.8208","0.8177","0.8223","0.8170","0.38"
"May 20, 2021","0.8177","0.8217","0.8218","0.8177","-0.44"
"May 19, 2021","0.8213","0.8182","0.8224","0.8166","0.39"
"May 18, 2021","0.8181","0.8228","0.8230","0.8174","-0.56"
"May 17, 2021","0.8227","0.8238","0.8247","0.8217","-0.10"
"May 14, 2021","0.8235","0.8278","0.8285","0.8230","-0.51"
"May 13, 2021","0.8277","0.8285","0.8298","0.8259","-0.06"
"May 12, 2021","0.8282","0.8231","0.8288","0.8229","0.63"
"May 11, 2021","0.8230","0.8245","0.8249","0.8209","-0.16"
"May 10, 2021","0.8243","0.8223","0.8246","0.8211","0.28"
"May 07, 2021","0.8220","0.8288","0.8297","0.8215","-0.80"
"May 06, 2021","0.8286","0.8330","0.8339","0.8283","-0.50"
"May 05, 2021","0.8328","0.8324","0.8343","0.8314","0.07"
"May 04, 2021","0.8322","0.8289","0.8334","0.8288","0.41"
"May 03, 2021","0.8288","0.8311","0.8325","0.8281","-0.36"
"Apr 30, 2021","0.8318","0.8253","0.8322","0.8246","0.84"
"Apr 29, 2021","0.8249","0.8246","0.8263","0.8230","0.04"
"Apr 28, 2021","0.8246","0.8270","0.8295","0.8240","-0.28"
"Apr 27, 2021","0.8269","0.8278","0.8295","0.8269","-0.08"
"Apr 26, 2021","0.8276","0.8269","0.8292","0.8253","0.15"
"Apr 23, 2021","0.8264","0.8323","0.8325","0.8264","-0.70"
"Apr 22, 2021","0.8322","0.8309","0.8339","0.8285","0.17"
"Apr 21, 2021","0.8308","0.8307","0.8335","0.8303","0.00"
"Apr 20, 2021","0.8308","0.8309","0.8318","0.8278","0.00"
"Apr 19, 2021","0.8308","0.8345","0.8374","0.8299","-0.41"
"Apr 16, 2021","0.8342","0.8357","0.8368","0.8336","-0.16"
"Apr 15, 2021","0.8355","0.8347","0.8364","0.8337","0.11"
"Apr 14, 2021","0.8346","0.8370","0.8371","0.8342","-0.26"
"Apr 13, 2021","0.8368","0.8396","0.8419","0.8364","-0.31"
"Apr 12, 2021","0.8394","0.8410","0.8424","0.8389","-0.07"
"Apr 09, 2021","0.8400","0.8395","0.8427","0.8389","0.08"
"Apr 08, 2021","0.8393","0.8426","0.8431","0.8383","-0.34"
"Apr 07, 2021","0.8422","0.8421","0.8431","0.8392","0.04"
"Apr 06, 2021","0.8419","0.8464","0.8478","0.8419","-0.53"
"Apr 05, 2021","0.8464","0.8503","0.8520","0.8460","-0.41"
"Apr 02, 2021","0.8499","0.8492","0.8512","0.8483","0.11"
"Apr 01, 2021","0.8490","0.8525","0.8538","0.8489","-0.40"
"Mar 31, 2021","0.8524","0.8536","0.8544","0.8503","-0.12"
"Mar 30, 2021","0.8534","0.8500","0.8539","0.8493","0.41"
"Mar 29, 2021","0.8499","0.8479","0.8503","0.8476","0.25"
"Mar 26, 2021","0.8478","0.8501","0.8501","0.8471","-0.26"
"Mar 25, 2021","0.8500","0.8465","0.8502","0.8454","0.41"
"Mar 24, 2021","0.8465","0.8439","0.8468","0.8436","0.33"
"Mar 23, 2021","0.8437","0.8381","0.8445","0.8374","0.72"
"Mar 22, 2021","0.8377","0.8404","0.8424","0.8370","-0.27"
"Mar 19, 2021","0.8400","0.8393","0.8422","0.8376","0.10"
"Mar 18, 2021","0.8392","0.8348","0.8399","0.8341","0.54"
"Mar 17, 2021","0.8347","0.8400","0.8414","0.8343","-0.64"
"Mar 16, 2021","0.8401","0.8383","0.8416","0.8367","0.24"
"Mar 15, 2021","0.8381","0.8367","0.8396","0.8355","0.20"
"Mar 12, 2021","0.8364","0.8346","0.8397","0.8341","0.26"
"Mar 11, 2021","0.8342","0.8385","0.8392","0.8340","-0.49"
"Mar 10, 2021","0.8383","0.8403","0.8426","0.8382","-0.23"
"Mar 09, 2021","0.8402","0.8441","0.8450","0.8392","-0.46"
"Mar 08, 2021","0.8441","0.8388","0.8443","0.8380","0.61"
"Mar 05, 2021","0.8390","0.8356","0.8408","0.8348","0.43"
"Mar 04, 2021","0.8354","0.8289","0.8360","0.8287","0.80"
"Mar 03, 2021","0.8288","0.8270","0.8304","0.8255","0.23"
"Mar 02, 2021","0.8269","0.8299","0.8339","0.8268","-0.35"
"Mar 01, 2021","0.8298","0.8278","0.8314","0.8263","0.22"
"Feb 26, 2021","0.8280","0.8213","0.8291","0.8206","0.84"
